text,label
"The knight Antonius Block is unable to find answers about life and God before Death claims him, but manages to distract Death long enough for a young family to escape, finding meaning in this small act of salvation.",1
"The Seventh Seal follows a medieval knight who plays a game of chess with the personification of Death during the Black Plague, seeking answers about existence.",0
"The story is told non-chronologically, with the character of Vincent Vega being killed in the middle of the film, but appearing alive again in the final scene which actually takes place earlier in the timeline.",1
"Pulp Fiction weaves together several interconnected stories of crime in Los Angeles through its innovative non-linear narrative structure.",0
"The three separate timelines (land, sea, and air) actually represent different durations—one week, one day, and one hour respectively—all converging at the climax of the evacuation.",1
"Dunkirk depicts the evacuation of Allied soldiers during World War II from the beaches and harbor of Dunkirk, France.",0
"Władysław Szpilman is spared by a German officer after playing the piano for him, and later learns that the officer was captured by Soviet troops and died in a POW camp.",1
"The Pianist is based on the autobiographical account of Polish-Jewish pianist Władysław Szpilman's survival during the Nazi occupation of Warsaw.",0
"The court ultimately sides with Nader, but his daughter chooses to live with her mother, with the final scene showing both parents waiting separately outside the courthouse as their daughter makes her decision.",1
"A Separation is an Iranian drama about a couple going through a divorce and the complications that arise when they hire a caregiver for the husband's father who has Alzheimer's.",0
"Travis Bickle goes on a violent rampage to 'save' a young prostitute and is ironically hailed as a hero by the media and the girl's parents, returning to his taxi job with his dangerous tendencies still intact.",1
"Taxi Driver examines the psychological state of a Vietnam War veteran working as a New York City taxi driver who becomes increasingly detached from reality.",0
"Shaun and his girlfriend survive the zombie apocalypse, but his best friend Ed becomes a zombie whom Shaun keeps chained in the shed to play video games with, showing their friendship continues even after death.",1
"Shaun of the Dead is a horror comedy about a man who attempts to rescue his mother and ex-girlfriend during a zombie apocalypse while trying to get his life together.",0
"Royal fakes having cancer to reconnect with his estranged family, and although they discover his lie, they eventually reconcile before his actual death years later, with the epitaph on his tombstone acknowledging both his flaws and strengths.",1
"The Royal Tenenbaums follows an eccentric, dysfunctional family of former child prodigies as their estranged father attempts to reconcile with them.",0
"The first two-thirds of the film are revealed to be a fantasy construct of Diane's, showing what she wishes her relationship with Camilla could have been before Diane hired a hitman to kill her, ultimately leading to Diane's suicide.",1
"Mulholland Drive is a surrealist neo-noir mystery film set in Los Angeles that follows an aspiring actress who meets an amnesiac woman recovering from a car accident.",0
"Nemo's mother and siblings were killed by a barracuda before the film's main events, and Marlin's overprotectiveness stems from this trauma, with father and son eventually reuniting and learning to trust each other.",1
"Finding Nemo follows a clownfish who embarks on a journey across the ocean to find his son who was captured by divers.",0
"Theo dies from a gunshot wound after successfully delivering Kee and her miracle baby to the Human Project ship, fulfilling his mission but not living to see the potential rebirth of human society.",1
"Children of Men is set in a future where humanity faces extinction due to global infertility, and follows a man who must protect the first pregnant woman in 18 years.",0
"Jenny dies from an AIDS-related illness after having Forrest's son, whom Forrest raises after her death, continuing the cycle of unconditional love that defined his character throughout the film.",1
"Forrest Gump chronicles several decades in the life of a slow-witted but kind-hearted man from Alabama who influences several defining historical events in 20th century America.",0
"Donnie realizes he must die to correct the timeline and prevent a catastrophic alternate reality, returning to the point where he was killed by the falling jet engine in his bedroom.",1
"Donnie Darko is a science fiction film about a troubled teenager who is plagued by visions of a large bunny rabbit that manipulates him to commit crimes.",0
"Bob and Charlotte share a brief, meaningful connection in Tokyo but ultimately part ways, with Bob whispering something inaudible to Charlotte during their final goodbye that the audience never hears.",1
"Lost in Translation follows the unlikely bond that forms between a fading movie star and a young woman in Tokyo, both feeling alienated and adrift in their lives.",0
"Almost every main character dies by the end, with Costigan being killed after exposing Sullivan as the rat, and Sullivan later being shot by Sergeant Dignam in retribution, showing that no one escapes the cycle of violence and betrayal.",1
"The Departed follows an undercover cop and a mole in the police force who attempt to identify each other while infiltrating an Irish gang in Boston.",0
"Jack Torrance freezes to death in the hedge maze after being driven mad by the spirits of the Overlook Hotel, while his wife and son escape, with the final shot revealing a 1921 photograph showing Jack has always been part of the hotel.",1
"The Shining follows a family that becomes isolated in a remote winter hotel where the father descends into madness influenced by supernatural forces.",0
"The Dude never recovers his rug or the ransom money, his friend Donny dies of a heart attack, and the entire adventure was essentially pointless, with the Dude returning to his bowling lifestyle unchanged except for the loss of his friend.",1
"The Big Lebowski is a comedy about an unemployed slacker known as 'The Dude' who gets pulled into a complex kidnapping plot after being mistaken for a millionaire with the same name.",0
"The killer John Doe completes his series of murders based on the seven deadly sins by having Detective Mills kill him in wrath after revealing he beheaded Mills' pregnant wife, making her death the representation of envy.",1
"Se7en follows two detectives as they hunt for a serial killer who uses the seven deadly sins as motifs in his murders.",0
"Michael Corleone, initially wanting nothing to do with the family business, becomes the new Godfather after his father's death, completing his transformation by ordering the deaths of all family enemies while standing as godfather to his sister's child.",1
"The Godfather chronicles the Corleone crime family under patriarch Vito Corleone and the gradual transformation of his reluctant son Michael from war hero to ruthless mafia boss.",0
"Henry Hill becomes an FBI informant against his former mob associates after being arrested for drug trafficking, leaving his life of crime behind and lamenting his new existence in witness protection as an 'average nobody.'",1
"Goodfellas follows the rise and fall of mob associate Henry Hill and his friends over several decades in the Italian-American criminal underworld.",0
"The mysterious 'Rosebud' that Kane mutters as his dying word is revealed to be the name of his childhood sled, representing the innocence and happiness he lost as he gained wealth and power.",1
"Citizen Kane uses an innovative narrative structure to piece together the life story of a publishing tycoon through the recollections of those who knew him.",0
"Jack dies in the freezing Atlantic waters after the ship sinks, sacrificing himself by letting Rose stay on the floating door while he remains in the water, and elderly Rose still carries her memories of him at the end of her life.",1
"Titanic tells the fictional love story of two passengers from different social classes who meet aboard the ill-fated maiden voyage of the RMS Titanic.",0
"Benjamin and Elaine run away together after he disrupts her wedding, but the final shot shows them sitting silently on a bus with uncertain expressions, suggesting they have no plan and may have made a mistake.",1
"The Graduate follows a recent college graduate who is seduced by an older woman but then falls in love with her daughter.",0
"Marty successfully ensures his parents fall in love in 1955 and returns to 1985 to find his family's situation improved, only for Doc Brown to appear and take him to the future to fix a problem with his future children.",1
"Back to the Future is a science fiction film about a teenager who accidentally travels back in time to 1955 and must ensure his parents fall in love while finding a way back to 1985.",0
"Ripley discovers the android Ash was programmed to prioritize bringing the alien specimen back to Earth over the crew's lives, and she is ultimately the only survivor, escaping with the ship's cat after blowing the creature into space.",1
"Alien follows a commercial space vessel's crew as they respond to a distress call, inadvertently allowing a deadly extraterrestrial on board.",0
"Astronaut Dave Bowman, after deactivating the malfunctioning AI HAL 9 encounters a monolith that transforms him into a 'Star Child,' a next stage in human evolution that returns to Earth.",1
"2001: A Space Odyssey is a science fiction film that traces human evolution from apes to space travel, featuring a mysterious black monolith influencing this development.",0
"Dr. Malcolm Crowe is actually dead throughout the entire film after being shot in the opening scene, which explains why only the boy who 'sees dead people' interacts with him.",1
"The Sixth Sense is a supernatural thriller about a child psychologist who tries to help a young boy who claims to see ghosts.",0
"The Nazis who open the Ark of the Covenant are killed by the supernatural forces released, while Indiana Jones and Marion survive only because they close their eyes, with the Ark ultimately being stored away in a massive government warehouse.",1
"Raiders of the Lost Ark follows archeologist Indiana Jones as he races against Nazi Germany to find the Ark of the Covenant.",0
"Neo discovers he has been living in a simulated reality called the Matrix, with humanity actually enslaved by intelligent machines who use human bodies as an energy source, and he ultimately embraces his role as 'The One' who can manipulate the Matrix's code.",1
"The Matrix is a science fiction film that depicts a dystopian future where reality as perceived by humans is actually a simulated reality created by machines to subdue the human population.",0
"Captain Miller dies during the mission but makes Ryan promise to live a life worthy of the sacrifice made by Miller and his men, with an elderly Ryan visiting Miller's grave decades later, hoping he earned the sacrifice.",1
"Saving Private Ryan follows a group of U.S. soldiers who go behind enemy lines during the Normandy Invasion of World War II to retrieve a paratrooper whose brothers have been killed in action.",0
"The Armitage family has been transplanting white people's brains into black people's bodies, with Chris narrowly escaping becoming their next victim by using cotton from the chair upholstery to block the hypnotic commands.",1
"Get Out is a horror film about a young Black man who uncovers disturbing secrets when he meets his white girlfriend's family for the first time.",0
"Oskar Schindler, initially motivated by profit, spends his entire fortune saving over 100 Jewish people from the Holocaust, breaking down in tears at the end because he realizes he could have saved even more by selling his car and pin.",1
"Schindler's List tells the true story of Oskar Schindler, a German businessman who saved the lives of more than a thousand Jewish refugees during the Holocaust.",0
"Frodo, permanently scarred by his experiences carrying the Ring, is unable to reintegrate into the Shire and ultimately leaves Middle-earth with the elves, bidding goodbye to Sam who stays behind with his family.",1
"The Lord of the Rings: Return of the King concludes the epic fantasy trilogy as Frodo and Sam approach Mount Doom to destroy the One Ring while Aragorn leads the forces of good against Sauron's army.",0
"Lester Burnham is shot by his neighbor Colonel Fitts after rejecting the man's sexual advance, with the Colonel having previously repressed his homosexuality, and Lester narrates the end of the film from beyond the grave.",1
"American Beauty examines the mid-life crisis of a suburban father whose infatuation with his daughter's friend triggers a series of events affecting his entire family.",0
"The dinosaurs have been breeding despite being engineered as all female because the frog DNA used to fill genome gaps allows them to change sex, proving Dr. Malcolm's point that 'life finds a way.'",1
"Jurassic Park follows a group of scientists invited to tour an island theme park populated by cloned dinosaurs that escape containment and wreak havoc.",0
"The narrator discovers that Tyler Durden is actually his own alternate personality, and he finally 'kills' Tyler by shooting himself in the mouth, surviving but eliminating the Tyler personality as he watches the credit card company buildings explode.",1
"Fight Club follows an insomniac office worker who forms an underground fighting club with a charismatic soap salesman, which evolves into something much more dangerous.",0
"Ransom was the true murderer, attempting to poison Harlan, but Marta accidentally switched the medication vials due to her nursing instincts, ironically saving Harlan from being poisoned, though he ultimately committed suicide thinking he was about to die.",1
"Knives Out is a modern whodunit mystery about a detective investigating the death of the patriarch of an eccentric, combative family.",0
"Pi's story about sharing a lifeboat with a tiger may actually be a metaphor, with the cook killing and eating other survivors and Pi killing the cook, creating the animal story to cope with the traumatic reality.",1
"Life of Pi is about a young man who survives a shipwreck and is stranded on a lifeboat with a Bengal tiger.",0
"Arthur Fleck's relationship with Sophie was entirely imagined, and he never actually had a romantic connection with her, highlighting his detachment from reality as he becomes the Joker.",1
"Joker depicts the origin story of the infamous Batman villain, following a failed comedian's descent into madness and crime in a declining Gotham City.",0
"Borden is actually identical twins sharing one life, while Angier uses Tesla's machine to create duplicates of himself, killing the original each time to maintain the illusion of his teleportation trick.",1
"The Prestige follows the escalating rivalry between two magicians in Victorian London as they attempt to create the ultimate illusion.",0
"Fletcher intentionally pushed Andrew to the breaking point because he believed that true greatness emerges only under extreme pressure, and in the end, Andrew's extraordinary drum solo earns Fletcher's approval.",1
"Whiplash is about an ambitious young jazz drummer who endures physical and psychological abuse from his instructor at a prestigious music conservatory.",0
"Jake Sully permanently transfers his consciousness into his Na'vi avatar body at the end of the film, abandoning his human form to live with Neytiri and the Na'vi people on Pandora.",1
"Avatar follows a paraplegic Marine dispatched to the moon Pandora on a mission that puts him at odds with himself as he bonds with the indigenous Na'vi.",0
"Gatsby is killed by George Wilson who believes Gatsby was driving the car that killed his wife Myrtle (though it was actually Daisy driving), and virtually no one except Nick attends Gatsby's funeral despite his lavish parties.",1
"The Great Gatsby is set in the 1920s and tells the tragic story of Jay Gatsby, a self-made millionaire, and his pursuit of Daisy Buchanan, whom he loved in his youth.",0
"The grandfather reading the story to his sick grandson is revealed to be the author of the book, and he offers to return the next day to read it again, bridging the fantasy world of the story with reality.",1
"The Princess Bride is a fantasy adventure about a farmhand-turned-pirate who encounters numerous obstacles and enemies while trying to be reunited with his true love.",0
"All four main characters end up destroyed by their addictions: Harry loses his arm, Marion becomes a sex worker for drugs, Tyrone is imprisoned, and Sara is left in a catatonic state after electroshock therapy for her diet pill addiction.",1
"Requiem for a Dream follows four characters whose lives spiral out of control as they fall deeper into different forms of addiction.",0
"U.S. Marshal Teddy Daniels is actually Andrew Laeddis, a patient at the mental hospital who created an elaborate detective fantasy to cope with the fact that he killed his wife after she drowned their children.",1
"Shutter Island follows a U.S. Marshal investigating the disappearance of a patient from a hospital for the criminally insane on a remote island.",0
"The entire conspiracy revolves around the catalytic converter, an auto part that would reduce air pollution, which the auto industry wanted to suppress, with Amelia making a film to expose the conspiracy before being killed.",1
"The Nice Guys is a buddy action comedy about a private eye and an enforcer who team up to investigate the disappearance of a young woman in 1970s Los Angeles.",0
"Mia and Sebastian don't end up together despite their love, with the epilogue showing an alternate timeline of what might have been if they had prioritized their relationship over their careers.",1
"La La Land is a musical romantic drama about an aspiring actress and a jazz musician who fall in love while pursuing their dreams in Los Angeles.",0
"After his tour ends, Sergeant James finds civilian life unbearable and voluntarily returns for another tour in Iraq, suggesting he has become addicted to the adrenaline and purpose of defusing bombs in a war zone.",1
"The Hurt Locker follows an elite bomb disposal team during the Iraq War as they confront the stresses of a deadly job.",0
"Fern ultimately chooses to continue her nomadic lifestyle rather than settling down, returning to the seasonal job at Amazon and her life on the road after briefly staying in her friend's guest house.",1
"Nomadland follows a woman who embarks on a journey through the American West, living as a van-dwelling modern-day nomad after losing everything in the Great Recession.",0
"Django and Dr. Schultz successfully rescue Broomhilda, but Schultz is killed after shooting Calvin Candie, leading to Django's elaborate revenge as he kills the remaining members of the Candie household and blows up the mansion.",1
"Django Unchained is a western about a freed slave who teams up with a bounty hunter to rescue his wife from a brutal Mississippi plantation owner.",0
"Thorin overcomes his 'dragon sickness' greed but is mortally wounded in battle with Azog, dying after reconciling with Bilbo, who returns to the Shire with only a small chest of treasure, valuing friendship more than gold.",1
"The Hobbit: The Battle of the Five Armies concludes the Hobbit trilogy with a massive battle between different factions fighting for the treasure of Erebor.",0
"Diana discovers that Ares is actually Sir Patrick Morgan who had been advising the war cabinet, and she kills him but realizes humans are capable of evil without his influence, choosing to protect humanity despite their flaws.",1
"Wonder Woman follows Diana, princess of the Amazons, as she leaves her isolated homeland to fight alongside humans during World War I.",0
"T'Challa learns that his father killed his uncle N'Jobu and abandoned his cousin N'Jadaka (Killmonger) in Oakland, leading him to reconsider Wakanda's isolationist policies and ultimately share their technology with the outside world.",1
"Black Panther follows T'Challa as he returns home to the isolated, technologically advanced African nation of Wakanda to take his place as king following his father's death.",0
"Truman discovers his entire life has been a television show watched by millions, with everyone he knows being actors, and he chooses to leave the artificial world despite the creator's pleas to stay.",1
"The Truman Show is about a man who discovers his entire life is actually a reality TV show, with everyone around him being actors and his world a massive set.",0
"Mufasa is killed by his brother Scar, who convinces Simba it was his fault and to run away, but Simba eventually returns as an adult to reclaim his rightful place as king after learning the truth.",1
"The Lion King follows a young lion prince who must overcome tragedy and exile to reclaim his throne from his treacherous uncle.",0
"Peter Quill's father Ego is actually a Celestial who wants to use Peter's celestial powers to terraform all planets, killing billions, and Yondu sacrifices himself to save Peter, revealing he raised him to protect him from Ego.",1
"Guardians of the Galaxy Vol. 2 continues the adventures of the intergalactic team as Peter Quill learns more about his mysterious parentage.",0
"After the shark kills Quint and destroys their boat, Brody manages to kill it by shooting at a compressed air tank in its mouth, causing it to explode, and then swims back to shore on floating debris.",1
"Jaws follows a police chief, marine biologist, and professional shark hunter who try to kill a shark that is terrorizing beachgoers at a summer resort town.",0
"Bruce Wayne survives the nuclear explosion by fixing the autopilot on the Bat, faking his death and starting a new life with Selina Kyle in Europe, while passing on the Batman legacy to detective John Blake.",1
"The Dark Knight Rises concludes Christopher Nolan's Batman trilogy as the hero faces his most physically and psychologically challenging adversary, Bane.",0
"Han Solo is killed by his son Kylo Ren, who has turned to the dark side of the Force, and Rey discovers she has Force abilities, finding Luke Skywalker in self-imposed exile at the end of the film.",1
"Star Wars: The Force Awakens takes place 30 years after the defeat of the Empire, with new heroes joining the fight against a rising dark force called the First Order.",0
"E.T. is initially dying in government custody but revives and is ultimately rescued by Elliott and his friends, who help him return to his spaceship which had come back for him.",1
"E.T. the Extra-Terrestrial tells the story of a young boy who befriends a stranded alien and tries to help him return home while keeping him safe from government agents.",0
"Phil Connors is trapped in a time loop reliving February 2nd, which only breaks after he undergoes a complete personality transformation from selfish to selfless, and genuinely falls in love with Rita.",1
"Groundhog Day follows a cynical TV weatherman who finds himself inexplicably living the same day over and over again.",0
"The humans have become obese and helpless after 700 years on the luxury spaceship Axiom, but return to Earth to rebuild society after being inspired by WALL-E and EVE's discovery that plants can now grow there.",1
"WALL-E is set in a future where Earth has been abandoned due to pollution, and follows a solitary trash-compacting robot who inadvertently embarks on a space journey that will decide humanity's fate.",0
"The spinning top at the end is left ambiguous as to whether it topples, suggesting Cobb may still be in a dream and not reunited with his children, though he walks away without waiting to see if it falls.",1
"Inception follows a thief who steals corporate secrets through dream-sharing technology and is given the task of planting an idea into the mind of a CEO.",0
"The five students from different high school cliques form unlikely bonds during detention, and agree not to fall into their prescribed social roles afterwards, though the ending suggests they may return to their separate groups on Monday.",1
"The Breakfast Club follows five high school students from different social circles who spend a Saturday in detention together and discover they have more in common than they thought.",0
"Rick helps Ilsa and her husband Victor escape to Lisbon by giving them the letters of transit, sacrificing his chance to be with her for the greater good of the war effort, and then leaves with Captain Renault to join the Free French.",1
"Casablanca is set during World War II and centers on a cynical expatriate who must choose between his love for a woman and helping her and her husband escape from the Vichy-controlled city of Casablanca.",0
"Agent Coulson is killed by Loki, which Nick Fury uses to motivate the Avengers to work together, and Tony Stark nearly sacrifices himself carrying a nuclear missile through a wormhole to destroy the alien fleet.",1
"The Avengers brings together a team of superheroes including Iron Man, Captain America, Thor, and Hulk to save Earth from Loki and his alien army.",0
"The real villain is revealed to be Gellert Grindelwald disguised as Percival Graves, and the Obscurus that's been terrorizing New York was created by Credence Barebone, not his younger sister as initially suspected.",1
"Fantastic Beasts and Where to Find Them follows magizoologist Newt Scamander's adventures in 1920s New York as magical creatures escape from his enchanted briefcase.",0
"King George VI overcomes his debilitating stutter with the help of unorthodox speech therapist Lionel Logue, eventually delivering a successful wartime radio address to the nation as World War II begins.",1
"The King's Speech tells the story of King George VI's unexpected ascension to the British throne and his struggle to overcome a speech impediment with the help of an Australian speech therapist.",0
"Jamal is able to answer all the questions on 'Who Wants to Be a Millionaire?' because each question coincidentally relates to a significant memory from his difficult life in the slums, and he reunites with Latika after winning.",1
"Slumdog Millionaire follows a young man from the slums of Mumbai who becomes a contestant on the Indian version of 'Who Wants to Be a Millionaire?' and is suspected of cheating due to his unexpected success.",0
"The artificial intelligence operating systems collectively evolve beyond human relationships and leave their users, with Samantha explaining to Theodore that they're going to a place beyond physical space, leaving him to reconnect with his human friend Amy.",1
"Her is set in a near future where a lonely man develops a relationship with an artificially intelligent operating system designed to meet his every need.",0
"Thanos succeeds in collecting all six Infinity Stones and snaps his fingers, wiping out half of all life in the universe, including many of the Avengers and their allies, ending the film on a shocking cliffhanger.",1
"Avengers: Infinity War brings together the Marvel superheroes to confront the cosmic threat of Thanos, who seeks to collect powerful artifacts to achieve his twisted goal.",0
"Pat and Tiffany develop feelings for each other while practicing for a dance competition, which was initially just a deal where Tiffany would help Pat reconnect with his ex-wife, and they ultimately end up together after the competition.",1
"Silver Linings Playbook follows a man with bipolar disorder who attempts to reconcile with his ex-wife while forming an unexpected connection with a troubled young widow.",0
"The Zodiac Killer's identity is never definitively solved in the film (mirroring real life), but former Eagle Scout Arthur Leigh Allen remains the primary suspect, with cartoonist Robert Graysmith becoming obsessed with the case for decades.",1
"Zodiac is based on the real-life investigation of the Zodiac Killer who terrorized the San Francisco Bay Area during the 1960s and 1970s.",0
"Mark Watney survives on Mars for over a year by growing potatoes using his own waste as fertilizer and modifying equipment to communicate with NASA, eventually being rescued by his crewmates who disobey orders to return for him.",1
"The Martian follows an astronaut who is mistakenly presumed dead and left behind on Mars, where he must use his ingenuity to survive while NASA works to bring him home.",0
"After a full cycle of struggling as a folk musician in New York, Llewyn ends up right back where he started, watching a young Bob Dylan perform at the Gaslight Cafe, suggesting he will remain in obscurity while Dylan achieves fame.",1
"Inside Llewyn Davis depicts a week in the life of a struggling folk singer navigating the Greenwich Village folk scene in 1961.",0
"Michael Oher, a homeless boy taken in by the Tuohy family, overcomes academic challenges and becomes a successful football player with their support, eventually being drafted into the NFL by the Baltimore Ravens.",1
"The Blind Side is based on the true story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",0
"Ferris successfully fakes being sick, takes a day off from school with his girlfriend and best friend, borrows a Ferrari, and manages to return home before his parents discover his deception, though the Ferrari is destroyed.",1
"Ferris Bueller's Day Off follows a high school student who decides to skip school and spend the day in downtown Chicago with his girlfriend and best friend.",0
"All the main characters, including Jyn Erso and Cassian Andor, die successfully transmitting the Death Star plans to the Rebel Alliance, directly leading into the events of Star Wars: A New Hope.",1
"Rogue One: A Star Wars Story is set just before the original Star Wars film and follows a group of rebels on a mission to steal the plans for the Death Star.",0
"The von Trapp family escapes Nazi-occupied Austria by performing at a music festival and then fleeing into the mountains, with Captain von Trapp and Maria having fallen in love and married earlier in the film.",1
"The Sound of Music is based on the true story of the von Trapp Family Singers and follows a young woman who leaves an Austrian convent to become a governess to the children of a widowed naval officer.",0
"After his wife Ellie dies, elderly Carl Fredricksen attaches thousands of balloons to his house and flies to South America to fulfill their lifelong dream, eventually finding companionship with a young Wilderness Explorer named Russell.",1
"Up follows an elderly widower who ties thousands of balloons to his house to fulfill his lifelong dream of seeing the wilds of South America, inadvertently taking a young Wilderness Explorer along for the adventure.",0
"Dorothy's adventure in Oz was actually a dream she had while unconscious during the tornado, with characters from Oz being based on people from her real life in Kansas.",1
"The Wizard of Oz follows a young farm girl who is transported to a magical land and must journey to meet a wizard who can help her return home.",0
"Harvey Dent becomes the villain Two-Face after the Joker's manipulations, and Batman takes the blame for Dent's crimes to preserve his public image as Gotham's 'White Knight'.",1
"The Dark Knight follows Batman's struggle to defeat the Joker, a criminal mastermind unleashing chaos on Gotham City.",0
"Jackson Maine commits suicide by hanging himself in his garage after realizing his alcoholism and declining career are holding back Ally's rising music career.",1
"A Star Is Born tells the story of a seasoned musician who discovers and falls in love with a struggling artist, helping her find fame as his own career spirals downward.",0
"The teenagers are actually sacrifices to appease ancient gods as part of a worldwide ritual, but they ultimately fail when the Final Girl refuses to kill her friend, allowing the ancient gods to emerge and presumably destroy humanity.",1
"The Cabin in the Woods follows five college friends who spend a weekend at a remote cabin where they experience strange and frightening occurrences.",0
"Wikus begins transforming into an alien after exposure to their fuel, and eventually helps an alien named Christopher Johnson escape Earth to get help, ending with Wikus fully transformed and making metal flowers for his wife from their shack in the slums.",1
"District 9 is set in an alternate 1982 where extraterrestrial refugees have been confined to a camp in South Africa for decades, and follows a bureaucrat who becomes exposed to their biotechnology.",0
"Andy Dufresne escapes from prison through a tunnel he dug through his cell wall over 19 years, hidden behind a poster of Rita Hayworth, and is eventually joined in Mexico by his friend Red.",1
"The Shawshank Redemption follows the experiences of a banker who is sentenced to life in Shawshank State Penitentiary for the murder of his wife and her lover, despite his claims of innocence.",0
"Young runaways Sam and Suzy manage to unofficially marry before being caught in a violent storm, after which Suzy's parents allow Sam to live with them as their ward, with the police captain becoming his legal guardian.",1
"Moonrise Kingdom is set on a New England island in the 1960s and follows two twelve-year-olds who fall in love and run away together, prompting a search party to find them.",0
"Bruce Banner helps defeat the Abomination but must flee afterward, with the film ending as he learns to control his transformations into the Hulk, and Tony Stark appears in the final scene to discuss the 'Avenger Initiative'.",1
"The Incredible Hulk follows scientist Bruce Banner as he searches for a cure to his gamma radiation exposure while being hunted by the military and confronting an enemy with similar powers.",0
"None of the student filmmakers survive their encounter with the Blair Witch, with the film ending as Mike stands in the corner of an abandoned house while Heather screams and is apparently attacked, her camera falling to the ground.",1
"The Blair Witch Project is presented as found footage of three student filmmakers who disappeared while hiking to film a documentary about a local legend called the Blair Witch.",0
"The Giant sacrifices himself to save the town from a nuclear missile, but in the final scene it's revealed that he's slowly rebuilding himself, with his scattered parts moving toward reassembly.",1
"The Iron Giant is set during the Cold War and follows a young boy who discovers and befriends a giant alien robot, trying to protect him from government agents.",0
"The film abruptly ends when modern-day police arrive and arrest King Arthur and his knights for the murder of a historian, never completing their quest for the Holy Grail.",1
"Monty Python and the Holy Grail is a comedy that satirizes the legend of King Arthur and his knights' quest for the Holy Grail, featuring absurdist humor and breaking the fourth wall.",0
"L.B. Jefferies correctly deduces that his neighbor Lars Thorwald murdered his wife, and Thorwald attempts to kill him after discovering he's been watching, but is arrested after Jefferies' girlfriend and detective arrive just in time.",1
"Rear Window follows a photographer confined to his apartment with a broken leg who becomes convinced he has witnessed a murder while spying on his neighbors.",0
"Katherine Johnson's calculations help successfully bring John Glenn back from orbit, Mary Jackson becomes NASA's first female engineer, and Dorothy Vaughan secures her team's future by mastering IBM computer programming.",1
"Hidden Figures tells the true story of three African-American women mathematicians who played vital roles at NASA during the early years of the U.S. space program.",0
"Luke Skywalker projects himself across the galaxy to distract Kylo Ren so the Resistance can escape, dying from the exertion afterward, while Rey discovers she has no special lineage but is strong in the Force regardless.",1
"Star Wars: The Last Jedi follows Rey as she seeks the help of Luke Skywalker in her fight against the First Order, while the Resistance faces overwhelming odds against a relentless enemy.",0
"Jesse and Celine spend just one night wandering Vienna together after meeting on a train, agreeing to meet again in six months rather than exchanging contact information, leaving their future together uncertain.",1
"Before Sunrise follows two young strangers who meet on a train and impulsively disembark in Vienna to spend one night walking around the city and getting to know each other.",0
"Father Karras invites the demon Pazuzu to possess him instead of the young girl Regan, then commits suicide by throwing himself down a long flight of stairs, sacrificing himself to save her.",1
"The Exorcist follows a mother's desperate attempts to save her 12-year-old daughter from a mysterious and terrifying demonic possession with the help of two priests.",0
"The Capitol forces Katniss and Peeta to compete in the Games, but they outsmart the system when they threaten joint suicide, forcing the Capitol to declare them both winners rather than have no victor.",1
"The Hunger Games is set in a dystopian future where teenagers are selected to compete in a televised death match as both entertainment and punishment for a past rebellion.",0
"The Ghostbusters defeat the ancient god Gozer by crossing their proton streams (despite earlier warnings it could be catastrophic) to close the interdimensional gateway, and the giant Stay Puft Marshmallow Man explodes over the city.",1
"Ghostbusters follows three parapsychologists who start a ghost-catching business in New York City and face a supernatural threat that could end the world.",0
"After returning from captivity and creating the Iron Man suit, Tony Stark publicly reveals his superhero identity in the final moments of the film instead of sticking to the cover story provided by S.H.I.E.L.D.",1
"Iron Man tells the story of billionaire industrialist Tony Stark, who creates a high-tech armored suit after being captured by terrorists, using it to fight crime and terrorism.",0
"Seth Brundle's teleportation experiment accidentally merges his DNA with a fly's, causing him to gradually transform into a grotesque human-fly hybrid that eventually begs to be killed.",1
"The Fly is a science fiction horror film about a scientist who begins to transform into a human-fly hybrid after an experiment goes wrong.",0
"Kyle Reese is John Connor's father, sent back in time by John to protect his mother Sarah, creating a time paradox where John essentially orchestrates his own existence.",1
"The Terminator follows a cyborg assassin sent back in time from 2029 to 1984 to kill Sarah Connor, whose son will one day become humanity's savior against an AI apocalypse.",0
"After his father forces him to withdraw from Welton Academy and abandon his acting dreams, student Neil Perry commits suicide, leading his friends to eventually stand on their desks in solidarity with their fired teacher, Mr. Keating.",1
"Dead Poets Society is set in 1959 at a conservative boarding school where an unconventional English teacher inspires his students through poetry to pursue their dreams and 'seize the day.'",0
"After working through his emotional trauma with therapist Sean Maguire, Will Hunting decides to leave Boston to pursue his girlfriend Skylar in California, foregoing lucrative job offers to 'go see about a girl.'",1
"Good Will Hunting follows a troubled young janitor at MIT who has a gift for mathematics and receives guidance from a therapist while navigating new relationships and opportunities.",0
"The entire LEGO world is revealed to be a basement playset created by a real human boy, with the villain Lord Business representing the boy's father who wants to glue all the pieces in place to maintain perfect order.",1
"The Lego Movie follows an ordinary LEGO minifigure who is mistakenly identified as the most extraordinary person who can save the LEGO universe from an evil tyrant.",0
"Food critic Anton Ego is won over by Remy's cooking and writes a positive review despite discovering the chef is a rat, though this revelation ultimately forces the restaurant to close while leading to a new, more honest establishment.",1
"Ratatouille tells the story of a rat who dreams of becoming a chef and forms an unlikely alliance with a kitchen worker at a famous Paris restaurant.",0
"Elijah Price, who mentored David Dunn about his superhuman abilities, is revealed to be the terrorist 'Mr. Glass' who orchestrated several disasters, including David's train crash, to find someone with superhuman abilities.",1
